,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,Comunidad_Autonoma,Cluster_Marca,Cluster_Modelo
48806,3500,Diésel,2008.0,122000,68.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
48808,17800,Gas natural (CNG),2017.0,67236,110.0,True,Comunidad_de_Madrid,Premium,compacto_grande
48809,14240,Gasolina,2010.0,91500,122.0,True,Comunidad_Valenciana,Mid_Premium,coupe_pequeno
48810,3700,Diésel,2008.0,200000,110.0,False,Extremadura,Standard,sedan_grande
48811,9000,Diésel,2016.0,80000,100.0,False,Comunidad_de_Madrid,Standard,compacto_grande
48812,19900,Diésel,2012.0,110000,170.0,False,Catalunya,Premium,sedan_grande
48813,14390,Diésel,2016.0,129173,150.0,True,Comunidad_de_Madrid,Standard,suv_grande
48814,2300,Gasolina,2002.0,260000,187.42857142857144,False,Comunidad_de_Madrid,Premium,coupe_grande
48815,14000,Híbrido,2018.0,27000,100.0,False,Castilla_y_León,Mid_Premium,compacto_pequeno
48816,21500,Gasolina,2020.0,75,125.0,True,Comunidad_Valenciana,Standard,compacto_grande
48817,17400,Diésel,2020.0,17,100.0,True,Catalunya,Standard,otro
48818,9950,Diésel,2017.0,147000,90.0,True,Castilla_La_Mancha,Mid_Premium,compacto_grande
48819,7590,Gasolina,2010.0,54000,100.0,True,Catalunya,Low_Cost,compacto_pequeno
48820,1100,Diésel,2005.0,207000,88.25,False,Castilla_y_León,Standard,otro
48821,8100,Diésel,2006.0,310000,211.97590361445785,False,Castilla_y_León,Premium,suv_grande
48822,19900,Diésel,2018.0,21000,150.0,True,Andalucía,Mid_Premium,otro
48823,18380,Gasolina,2021.0,0,95.0,True,Comunidad_Valenciana,Standard,suv_pequeno
48826,4250,Gasolina,2008.0,64200,70.0,False,Catalunya,Standard,compacto_pequeno
48828,750,Diésel,2003.0,242000,96.0,False,Castilla_La_Mancha,Standard,sedan_pequeno
48829,16300,Híbrido,2020.0,0,83.0,True,Comunidad_de_Madrid,Standard,otro
48831,10990,Gasolina,2013.0,87461,149.0,True,Galicia,Standard,otro
48832,8300,Diésel,2016.0,149000,90.0,True,Andalucía,Standard,compacto_pequeno
48833,23900,Diésel,2017.0,61000,115.0,True,Comunidad_Valenciana,Mid_Premium,suv_grande
48835,10500,Diésel,2013.0,69000,90.0,True,Galicia,Standard,suv_pequeno
48836,18490,Diésel,2016.0,98490,143.0,True,Andalucía,Mid_Premium,suv_pequeno
48837,16500,Diésel,2018.0,2,98.0,True,País_Vasco,Standard,furgon_trabajo
48838,2990,Diésel,2009.0,234000,110.0,False,Catalunya,Standard,suv_grande
48839,1950,Gasolina,2003.0,156000,65.0,False,Catalunya,Mid_Premium,compacto_pequeno
48840,13890,Gasolina,2019.0,15285,90.0,True,Catalunya,Standard,compacto_pequeno
48841,6900,Diésel,2013.0,159000,163.0,True,Comunidad_de_Madrid,Low_Cost,otro
48842,4990,Diésel,2006.0,206000,105.0,True,Catalunya,Mid_Premium,suv_grande
48843,13600,Diésel,2008.0,138000,218.0,True,Comunidad_de_Madrid,Standard,otro
48844,3150,Diésel,2002.0,281000,154.22428330522766,False,Galicia,Premium,sedan_grande
48845,7850,Diésel,2017.0,71000,95.0,True,Catalunya,Low_Cost,compacto_pequeno
48847,4950,Diésel,2013.0,180881,68.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
48848,8995,Diésel,2011.0,127000,112.0,True,Comunidad_Valenciana,Standard,suv_grande
48849,28990,Diésel,2019.0,13398,102.0,True,Galicia,Mid_Premium,furgon_pasajero
48850,2500,Diésel,2005.0,220000,122.16216216216216,False,Canarias,Standard,suv_grande
48851,20500,Diésel,2016.0,95000,150.0,True,Castilla_y_León,Premium,sedan_pequeno
48852,17900,Diésel,2017.0,60617,130.0,True,País_Vasco,Standard,furgon_trabajo
48853,15500,Diésel,2018.0,55410,115.0,True,Andalucía,Standard,compacto_grande
48854,7000,Diésel,2007.0,330000,170.32142857142858,False,Castilla_y_León,Premium,sedan_pequeno
48855,33890,Híbrido enchufable,2019.0,22199,218.0,True,Andalucía,Mid_Premium,sedan_grande
48856,14000,Diésel,2017.0,82000,116.0,True,Andalucía,Standard,sedan_grande
48857,16590,Diésel,2020.0,1,85.0,True,Castilla_La_Mancha,Standard,compacto_pequeno
48860,18275,Gasolina,2020.0,0,100.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
48861,4600,Diésel,2005.0,155000,140.0,False,Comunidad_Valenciana,Premium,sedan_grande
48862,18990,Diésel,2017.0,99300,150.0,True,Andalucía,Mid_Premium,otro
48863,14790,Diésel,2016.0,89784,130.0,True,País_Vasco,Standard,suv_grande
48864,11500,Diésel,2011.0,230000,204.0,True,Región_de_Murcia,Premium,sedan_pequeno
48865,31990,Diésel,2018.0,19000,150.0,True,Catalunya,Premium,suv_pequeno
48867,9500,Gasolina,2015.0,130000,125.0,True,Comunidad_de_Madrid,Low_Cost,compacto_grande
48868,600,Gasolina,2000.0,188000,95.53521126760565,False,Andalucía,Low_Cost,compacto_pequeno
48869,1800,Diésel,2003.0,237000,114.16666666666669,False,Extremadura,Standard,suv_grande
48870,11000,Gasolina,2019.0,20120,95.0,False,Catalunya,Standard,compacto_pequeno
48871,19500,Diésel,2016.0,92608,136.0,True,Andalucía,Premium,suv_pequeno
48872,5995,Diésel,2010.0,100000,70.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
48873,12399,Gasolina,2020.0,4500,67.0,True,Andalucía,Standard,compacto_pequeno
48874,13490,Diésel,2016.0,154000,110.0,True,Comunidad_Valenciana,Premium,compacto_grande
48875,14950,Diésel,2017.0,99254,130.0,True,Comunidad_de_Madrid,Standard,sedan_grande
48876,14750,Híbrido,2018.0,30630,100.0,True,Galicia,Mid_Premium,compacto_pequeno
48877,19490,Gasolina,2019.0,60943,165.0,True,Catalunya,Low_Cost,sedan_grande
48878,2600,Diésel,2007.0,205000,90.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
48880,19999,Diésel,2020.0,22065,130.0,True,Comunidad_Valenciana,Low_Cost,suv_grande
48881,4499,Diésel,2011.0,209256,110.0,True,Comunidad_Valenciana,Low_Cost,compacto_grande
48882,25500,Diésel,2016.0,54000,204.0,True,Galicia,Premium,sedan_pequeno
48883,6990,Diésel,2016.0,93668,75.0,True,Castilla_La_Mancha,Standard,otro
48884,4500,Diésel,2006.0,258000,90.0,False,Castilla_La_Mancha,Standard,furgon_trabajo
48885,2200,Diésel,2007.0,150000,70.0,False,Castilla_La_Mancha,Standard,otro
48886,17500,Gasolina,2020.0,4120,110.0,True,Catalunya,Low_Cost,compacto_grande
48888,5500,Gasolina,2014.0,119000,60.0,True,Andalucía,Standard,compacto_pequeno
48889,23990,Diésel,2018.0,10830,170.0,True,Comunidad_de_Madrid,Premium,otro
48890,4000,Gasolina,2010.0,131174,90.0,False,Castilla_La_Mancha,Standard,otro
48891,850,Gasolina,2000.0,170000,143.75,False,Comunidad_Valenciana,Mid_Premium,compacto_grande
48892,15700,Diésel,2018.0,92041,116.0,True,Galicia,Premium,compacto_pequeno
48894,2800,Diésel,2003.0,138500,114.16666666666669,False,Andalucía,Standard,suv_grande
48895,22999,Diésel,2015.0,90000,170.0,True,Comunidad_de_Madrid,Premium,suv_pequeno
48896,2000,Diésel,2002.0,293527,130.0,True,Aragón,Premium,sedan_grande
48898,8590,Gasolina,2016.0,55600,82.0,False,Comunidad_Valenciana,Standard,suv_pequeno
48899,16990,Gasolina,2016.0,51929,140.0,True,Comunidad_Valenciana,Mid_Premium,compacto_pequeno
48901,26199,Diésel,2017.0,65771,190.0,True,Comunidad_Valenciana,Premium,sedan_grande
48902,13500,Diésel,2017.0,56000,120.0,False,Comunidad_Valenciana,Standard,compacto_grande
48903,21750,Gasolina,2020.0,5500,140.0,True,Catalunya,Standard,compacto_pequeno
48904,16490,Diésel,2017.0,130000,163.0,True,Catalunya,Premium,otro
48905,13900,Diésel,2017.0,44738,100.0,True,Islas_Baleares,Standard,furgon_trabajo
48906,5000,Gasolina,1992.0,148000,160.0,True,Catalunya,Mid_Premium,otro
48907,12000,Diésel,2006.0,192459,233.0,False,Comunidad_de_Madrid,Premium,otro
48908,4300,Diésel,2008.0,127600,110.0,False,Comunidad_Valenciana,Standard,compacto_grande
48909,4499,Híbrido,2007.0,178000,112.0,True,País_Vasco,Mid_Premium,otro
48910,8000,Diésel,2012.0,130000,121.5489566613162,False,Islas_Baleares,Mid_Premium,compacto_grande
48912,3000,Diésel,2005.0,300000,128.46183953033267,False,Aragón,Premium,compacto_grande
48913,11990,Gasolina,2016.0,52000,130.0,True,Andalucía,Standard,compacto_grande
48914,28000,Diésel,2019.0,32000,190.0,True,Comunidad_de_Madrid,Mid_Premium,otro
48915,6400,Diésel,2007.0,290000,224.0,False,La_Rioja,Premium,sedan_grande
48916,8900,Diésel,2006.0,170000,233.0,True,Galicia,Premium,sedan_grande
48918,18990,Diésel,2013.0,94000,204.0,True,País_Vasco,Premium,sedan_grande
48919,4999,Diésel,2008.0,150000,177.0,True,Andalucía,Mid_Premium,compacto_grande
48920,21045,Diésel,2020.0,0,130.0,True,Comunidad_Valenciana,Standard,compacto_grande
48921,26500,Diésel,2018.0,8461,150.0,True,País_Vasco,Standard,sedan_grande
48922,23000,Diésel,2018.0,6430,116.0,False,Región_de_Murcia,Premium,suv_pequeno
48924,14300,Gasolina,2016.0,53925,95.0,True,Comunidad_de_Madrid,Premium,compacto_pequeno
48925,5500,Gasolina,2007.0,154000,145.0,True,Comunidad_Valenciana,Standard,suv_grande
48926,900,Gasolina,1999.0,210000,88.73988439306359,False,Canarias,Standard,compacto_pequeno
48927,9900,Gasolina,2018.0,34000,75.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
48928,12500,Diésel,2016.0,97000,100.0,True,Galicia,Standard,furgon_trabajo
48929,2500,Gasolina,2007.0,154200,77.84210526315789,False,Andalucía,Standard,compacto_pequeno
48930,24500,Diésel,2019.0,11725,116.0,True,Catalunya,Premium,compacto_grande
48931,14490,Gasolina,2016.0,153911,109.0,True,Comunidad_Valenciana,Premium,compacto_pequeno
48932,18499,Gasolina,2014.0,57500,190.0,True,Comunidad_Valenciana,Mid_Premium,suv_pequeno
48933,4000,Diésel,2005.0,280000,105.0,False,Andalucía,Premium,compacto_grande
48934,5990,Diésel,2008.0,151000,118.11458333333331,False,Comunidad_de_Madrid,Standard,suv_grande
48935,29900,Diésel,2016.0,59000,190.0,True,Castilla_La_Mancha,Premium,sedan_grande
48937,20900,Diésel,2019.0,11889,138.00596421471172,True,Andalucía,Premium,compacto_pequeno
48938,8900,Gasolina,2018.0,54494,90.0,True,Catalunya,Low_Cost,compacto_pequeno
48940,29500,Diésel,2020.0,16787,150.0,True,Andalucía,Mid_Premium,furgon_pasajero
48941,2750,Diésel,2006.0,270000,150.0,True,Comunidad_de_Madrid,Standard,otro
48942,13699,Gasolina,2019.0,23540,100.0,True,Comunidad_de_Madrid,Standard,compacto_grande
48943,1999,Diésel,2005.0,210000,132.64285714285714,False,Comunidad_Valenciana,Standard,sedan_grande
48944,12900,Gasolina,2007.0,119000,200.0,True,Comunidad_Valenciana,Premium,coupe_pequeno
48945,800,Diésel,2010.0,100000,80.14893617021276,False,Castilla_y_León,Standard,compacto_pequeno
48946,3800,Gasolina,1995.0,165000,150.0,False,Aragón,Premium,sedan_pequeno
48947,8999,Diésel,2015.0,80000,90.0,True,País_Vasco,Standard,compacto_pequeno
48948,15495,Gasolina,2018.0,86472,115.0,True,Comunidad_Valenciana,Standard,suv_grande
48949,8800,Diésel,2016.0,181000,90.0,True,Comunidad_Valenciana,Standard,compacto_grande
48950,8999,Diésel,2011.0,182000,140.0,True,Comunidad_Valenciana,Standard,suv_grande
48951,900,Gasolina,2003.0,225000,75.0,False,Comunidad_de_Madrid,Standard,compacto_pequeno
48952,16500,Diésel,2015.0,110000,122.85889570552148,False,Galicia,Premium,compacto_pequeno
48954,13900,Gasolina,2019.0,200,80.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
48956,17900,Diésel,2016.0,58638,110.0,True,La_Rioja,Standard,furgon_trabajo
48957,4990,Diésel,2009.0,158000,100.0,True,Catalunya,Low_Cost,compacto_grande
48958,11000,Diésel,2013.0,145000,116.0,False,Andalucía,Premium,compacto_pequeno
48961,20500,Diésel,2020.0,5,102.0,True,Catalunya,Standard,furgon_trabajo
48963,27600,Diésel,2018.0,4900,175.0,True,País_Vasco,Standard,sedan_grande
48964,1500,Diésel,1999.0,330000,125.0,False,Comunidad_Valenciana,Premium,sedan_pequeno
48965,16900,Gasolina,2015.0,65000,120.0,True,Comunidad_Valenciana,Standard,otro
48966,1700,Diésel,2004.0,320000,110.0,True,Extremadura,Standard,sedan_grande
48967,2500,Gasolina,2006.0,178000,114.55555555555556,False,Comunidad_Valenciana,Standard,compacto_grande
48969,2100,Diésel,2006.0,183000,108.679012345679,False,Andalucía,Standard,compacto_grande
48970,15990,Diésel,2017.0,126000,115.0,True,Andalucía,Mid_Premium,suv_grande
48971,20500,Diésel,2017.0,32000,115.0,True,Principado_de_Asturias,Standard,suv_grande
48972,15000,Diésel,2009.0,158000,170.0,False,Catalunya,Premium,sedan_grande
48973,16900,Gasolina,2019.0,10918,115.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
48974,12000,Híbrido,2015.0,87000,136.0,True,Catalunya,Premium,otro
48976,23000,Gasolina,2019.0,9100,150.0,True,Región_de_Murcia,Standard,suv_pequeno
48977,9000,Diésel,2009.0,200000,154.22428330522766,False,Catalunya,Premium,sedan_grande
48978,32499,Diésel,2020.0,4,131.0,True,País_Vasco,Mid_Premium,otro
48979,12200,Gasolina,2018.0,11350,95.0,True,Comunidad_de_Madrid,Low_Cost,compacto_pequeno
48980,1300,Diésel,2004.0,209000,110.0,False,Comunidad_Valenciana,Standard,sedan_grande
48981,16990,Gasolina,2006.0,144990,218.0,True,Catalunya,Mid_Premium,compacto_pequeno
48982,1200,Diésel,2004.0,305000,120.0,False,Comunidad_de_Madrid,Standard,sedan_grande
48983,16200,Diésel,2016.0,68984,150.0,True,Andalucía,Premium,compacto_pequeno
48984,27500,Gasolina,2020.0,6020,122.0,True,Comunidad_de_Madrid,Premium,otro
48985,22995,Híbrido,2016.0,59944,197.0,True,Aragón,Mid_Premium,suv_pequeno
48986,9900,Diésel,2012.0,105055,105.0,True,Catalunya,Mid_Premium,suv_grande
48987,15990,Diésel,2007.0,246000,130.0,False,País_Vasco,Mid_Premium,otro
48988,13450,Gasolina,2018.0,83000,140.0,True,Comunidad_de_Madrid,Low_Cost,suv_pequeno
48989,15900,Diésel,2018.0,42441,95.0,True,Cantabria,Standard,otro
48990,13999,Diésel,2020.0,2,99.0,True,País_Vasco,Standard,compacto_pequeno
48992,11500,Diésel,2012.0,103000,110.0,False,Región_de_Murcia,Mid_Premium,suv_pequeno
48993,2100,Diésel,2005.0,270900,131.66304347826087,False,Extremadura,Standard,sedan_grande
48994,5500,Diésel,2007.0,250000,122.0,False,Andalucía,Premium,sedan_pequeno
48995,3000,Diésel,2005.0,254000,150.0,False,Comunidad_Valenciana,Standard,compacto_grande
48997,6690,Diésel,2017.0,108918,80.0,True,Comunidad_de_Madrid,Standard,otro
48998,9890,Diésel,2016.0,112400,120.0,True,Navarra,Low_Cost,sedan_grande
48999,10650,Gasolina,2017.0,74000,150.0,True,Catalunya,Low_Cost,compacto_grande
49000,4000,Diésel,2008.0,143500,116.09283819628648,False,Andalucía,Low_Cost,compacto_grande
49001,23900,Gasolina,2017.0,52408,190.0,True,Aragón,Premium,compacto_grande
49002,15999,Diésel,2017.0,132000,116.0,True,Galicia,Premium,compacto_grande
49003,3500,Diésel,2003.0,130000,163.0,False,Castilla_y_León,Premium,sedan_grande
49004,11290,Diésel,2016.0,59500,80.0,True,Comunidad_de_Madrid,Low_Cost,suv_pequeno
49005,11500,Gasolina,2017.0,91211,125.0,True,Andalucía,Standard,compacto_grande
49006,6200,Diésel,2007.0,260000,141.95454545454547,False,Galicia,Mid_Premium,suv_pequeno
49007,18990,Diésel,2017.0,54000,116.0,True,Canarias,Premium,suv_pequeno
49008,3900,Gasolina,2002.0,290000,163.0,True,Comunidad_Valenciana,Premium,coupe_grande
49009,13500,Gasolina,2015.0,68000,140.0,True,Catalunya,Low_Cost,otro
49010,10890,Diésel,2016.0,85000,136.0,True,Canarias,Low_Cost,sedan_grande
49012,37990,Diésel,2016.0,39000,170.0,True,País_Vasco,Premium,suv_grande
49013,7900,Diésel,2015.0,78000,75.0,True,Canarias,Mid_Premium,furgon_trabajo
49015,13900,Diésel,2018.0,39094,116.0,True,Canarias,Premium,compacto_pequeno
49017,2500,Gasolina,2005.0,93364,86.67661691542288,False,Andalucía,Standard,compacto_pequeno
49018,11990,Diésel,2017.0,119000,120.0,True,Comunidad_de_Madrid,Standard,suv_grande
49019,700,Gasolina,1999.0,135000,91.8181818181818,False,Catalunya,Standard,otro
49020,7000,Diésel,2004.0,202000,170.32142857142858,False,Andalucía,Premium,sedan_pequeno
49021,22900,Diésel,2016.0,86000,150.0,True,Aragón,Premium,suv_grande
49023,1200,Gasolina,2000.0,107000,90.0,False,Castilla_La_Mancha,Standard,compacto_grande
49024,14999,Diésel,2014.0,82156,84.0,True,Andalucía,Mid_Premium,furgon_trabajo
49026,2400,Diésel,2004.0,131000,131.9009900990099,False,Andalucía,Standard,sedan_grande
49027,6400,Diésel,2015.0,130262,75.0,True,Extremadura,Standard,furgon_trabajo
49028,4750,Diésel,2005.0,230000,128.46183953033267,False,Catalunya,Premium,compacto_grande
49030,11700,Diésel,2016.0,109371,136.0,True,Comunidad_de_Madrid,Low_Cost,otro
49031,2000,Diésel,2006.0,244500,116.67323943661972,False,País_Vasco,Standard,compacto_grande
49032,3200,Gasolina,1993.0,219000,124.13658536585366,False,País_Vasco,Low_Cost,compacto_grande
49033,3750,Diésel,2005.0,240000,171.3409090909091,False,Andalucía,Standard,otro
49034,4390,Diésel,2010.0,201472,125.0,True,Canarias,Low_Cost,compacto_grande
49035,19900,Diésel,2016.0,78900,150.0,True,Comunidad_de_Madrid,Mid_Premium,suv_grande
49036,11450,Diésel,2016.0,111000,110.0,True,Catalunya,Mid_Premium,otro
49037,3300,Gasolina,2004.0,210000,138.0,False,Castilla_La_Mancha,Standard,compacto_grande
49038,18100,Diésel,2015.0,99058,150.0,True,Comunidad_Valenciana,Premium,sedan_grande
49039,17490,Gasolina,2018.0,27194,140.0,True,Comunidad_Valenciana,Standard,compacto_grande
49040,10790,Diésel,2011.0,140932,116.0,True,País_Vasco,Standard,suv_pequeno
49042,9500,Gasolina,2019.0,21166,67.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
49043,7500,Diésel,2010.0,155800,110.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_pequeno
49044,17990,Diésel,2015.0,68400,124.0,True,Andalucía,Mid_Premium,suv_pequeno
49045,2800,Diésel,2004.0,243000,140.28571428571428,False,Castilla_La_Mancha,Standard,otro
49046,6500,Diésel,2015.0,80000,75.0,True,Comunidad_de_Madrid,Standard,otro
49047,24139,Diésel,2020.0,168,135.0,True,Comunidad_de_Madrid,Standard,furgon_trabajo
49048,9500,Diésel,2005.0,245800,125.86301369863014,False,Catalunya,Standard,furgon_trabajo
49049,27500,Gasolina,2020.0,10,130.0,True,Andalucía,Standard,suv_grande
49050,16900,Diésel,2007.0,47215,224.0,False,Castilla_La_Mancha,Premium,sedan_pequeno
49051,6990,Gasolina,2008.0,140000,175.0,True,Andalucía,Standard,compacto_pequeno
49052,3600,Gasolina,2003.0,200000,168.22435897435898,False,Andalucía,Mid_Premium,compacto_grande
49053,21990,Diésel,2016.0,105000,150.0,True,Andalucía,Mid_Premium,suv_pequeno
49055,12995,Gasolina,2019.0,26080,82.0,True,Región_de_Murcia,Standard,suv_pequeno
49056,2500,Diésel,2006.0,263000,70.0,False,Andalucía,Low_Cost,furgon_trabajo
49059,19500,Gasolina,2019.0,10000,150.0,True,Aragón,Standard,compacto_grande
49060,28690,Diésel,2020.0,11000,150.0,True,Galicia,Standard,sedan_grande
49061,4150,Diésel,2008.0,130000,115.797583081571,False,Andalucía,Standard,compacto_grande
49062,33900,Diésel,2020.0,10000,180.0,True,Comunidad_Valenciana,Mid_Premium,otro
49063,11500,Gasolina,2019.0,15407,90.0,True,Catalunya,Low_Cost,compacto_pequeno
49064,990,Gasolina,2005.0,200000,132.4814814814815,False,Islas_Baleares,Mid_Premium,otro
49065,4800,Diésel,2013.0,123000,151.17948717948718,False,Comunidad_Valenciana,Mid_Premium,otro
49066,4200,Diésel,2012.0,141800,75.0,False,Andalucía,Standard,compacto_pequeno
49067,8900,Gasolina,2015.0,119921,100.0,True,Comunidad_de_Madrid,Standard,compacto_grande
49068,4200,Diésel,2009.0,190000,136.0,True,Aragón,Standard,compacto_grande
49069,9500,Diésel,2015.0,146500,110.0,True,Región_de_Murcia,Standard,suv_grande
49070,16900,Diésel,2019.0,32000,115.0,True,Comunidad_Valenciana,Mid_Premium,compacto_grande
49072,25900,Gasolina,2019.0,24261,150.0,True,Comunidad_de_Madrid,Standard,otro
49073,10850,Diésel,2012.0,148000,130.0,True,Comunidad_de_Madrid,Standard,suv_grande
49074,21900,Gasolina,2020.0,15,140.0,True,Comunidad_Valenciana,Standard,compacto_grande
49075,20900,Diésel,2016.0,89000,136.0,True,Comunidad_Valenciana,Premium,suv_pequeno
49076,10050,Gasolina,2019.0,10707,66.0,True,Islas_Baleares,Standard,compacto_pequeno
49079,1500,Diésel,2004.0,160000,116.67323943661972,False,Extremadura,Standard,compacto_grande
49080,29900,Diésel,2020.0,5907,177.0,True,Comunidad_de_Madrid,Standard,sedan_grande
49081,6900,Gasolina,2011.0,99000,115.0,True,Principado_de_Asturias,Low_Cost,compacto_grande
49082,18695,Diésel,2020.0,2,102.0,True,Castilla_y_León,Standard,compacto_pequeno
49083,12900,Diésel,2017.0,91000,136.0,True,Andalucía,Low_Cost,suv_pequeno
49084,3500,Diésel,2006.0,133970,85.0,False,Andalucía,Standard,suv_grande
49086,10100,Gasolina,2007.0,214000,201.96774193548387,False,Comunidad_de_Madrid,Premium,coupe_pequeno
49087,12500,Gasolina,2016.0,76000,140.0,False,Comunidad_de_Madrid,Low_Cost,otro
49088,24800,Diésel,2017.0,61000,150.0,False,Catalunya,Premium,suv_pequeno
49089,5500,Gasolina,1991.0,180000,139.0,False,Catalunya,Mid_Premium,compacto_grande
49090,19950,Diésel,2014.0,57000,136.0,True,Comunidad_de_Madrid,Premium,furgon_pasajero
49091,8950,Diésel,2012.0,115000,110.0,True,Castilla_y_León,Low_Cost,compacto_grande
49092,16690,Gasolina,2019.0,1,120.0,True,Galicia,Low_Cost,compacto_pequeno
49094,28300,Diésel,2017.0,41000,190.0,True,Aragón,Standard,otro
49095,12990,Diésel,2014.0,112000,143.0,True,Comunidad_de_Madrid,Premium,suv_pequeno
49096,36900,Diésel,2017.0,54000,190.0,True,País_Vasco,Premium,suv_grande
49097,9900,Diésel,2012.0,188000,140.0,True,Andalucía,Premium,compacto_grande
49098,9990,Diésel,2006.0,188123,231.0,True,País_Vasco,Premium,sedan_pequeno
49099,7990,Diésel,2016.0,114000,75.0,True,Castilla_La_Mancha,Standard,compacto_pequeno
49100,22450,Gasolina,2019.0,7559,140.0,True,Islas_Baleares,Standard,suv_grande
49101,15990,Diésel,2016.0,107000,150.0,True,Andalucía,Standard,compacto_grande
49102,18300,Diésel,2020.0,4,102.0,True,Castilla_y_León,Low_Cost,compacto_pequeno
49104,26900,Diésel,2016.0,131000,170.0,True,Región_de_Murcia,Premium,sedan_pequeno
49105,14250,Diésel,2016.0,95200,150.0,True,Comunidad_de_Madrid,Standard,suv_grande
49106,19995,Gasolina,2019.0,23206,130.0,True,Castilla_y_León,Low_Cost,suv_grande
49107,990,Diésel,2002.0,270000,90.0,False,Comunidad_Valenciana,Standard,suv_grande
49110,2799,Gasolina,2008.0,200000,75.0,True,País_Vasco,Standard,compacto_pequeno
49111,14900,Híbrido,2013.0,92332,200.0,True,País_Vasco,Standard,sedan_grande
49114,14000,Diésel,2007.0,230000,174.0,True,Región_de_Murcia,Mid_Premium,otro
49115,5900,Diésel,2009.0,111000,125.0,True,Extremadura,Low_Cost,otro
49116,2790,Diésel,2002.0,257000,124.0846394984326,False,Galicia,Standard,compacto_grande
49117,19900,Diésel,2016.0,109000,150.0,True,Navarra,Standard,suv_grande
49119,2999,Gasolina,2008.0,81000,95.53521126760565,False,Comunidad_Valenciana,Low_Cost,compacto_pequeno
49120,20300,Diésel,2017.0,25000,130.0,True,Catalunya,Standard,suv_grande
49121,2100,Diésel,2004.0,205000,150.0,False,Extremadura,Standard,sedan_grande
49122,2990,Gasolina,2006.0,139000,100.0,True,Comunidad_Valenciana,Standard,suv_grande
49123,20900,Híbrido,2020.0,5,129.0,True,Navarra,Standard,otro
49125,9900,Gasolina,2019.0,26900,90.0,True,Comunidad_de_Madrid,Low_Cost,compacto_pequeno
49128,17400,Gasolina,2020.0,7,110.0,True,Andalucía,Standard,suv_pequeno
49129,18000,Diésel,2018.0,52356,110.0,True,Andalucía,Standard,furgon_trabajo
49130,19790,Diésel,2017.0,69098,163.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
49131,17700,Diésel,2016.0,76340,150.0,True,Catalunya,Standard,suv_grande
49132,5990,Diésel,2009.0,230000,140.0,True,La_Rioja,Mid_Premium,compacto_grande
49133,20800,Híbrido,2018.0,23560,122.0,True,País_Vasco,Mid_Premium,suv_pequeno
49134,1400,Diésel,2004.0,300000,111.92307692307692,False,Comunidad_Valenciana,Standard,sedan_pequeno
49135,13500,Gasolina,2015.0,77870,135.0,True,Andalucía,Standard,suv_grande
49137,10000,Gasolina,2019.0,11500,69.0,False,Comunidad_de_Madrid,Low_Cost,compacto_pequeno
49138,9500,Diésel,2010.0,205000,177.0,False,Aragón,Mid_Premium,otro
49139,19190,Diésel,2015.0,104285,180.0,True,País_Vasco,Premium,otro
49140,18000,Diésel,2017.0,90000,115.0,False,Andalucía,Standard,suv_grande
49141,7700,Diésel,2013.0,130000,131.9009900990099,False,Catalunya,Standard,sedan_grande
49142,16355,Diésel,2016.0,150000,105.0,True,Comunidad_Valenciana,Standard,otro
49143,30900,Diésel,2020.0,20,150.0,True,Catalunya,Standard,suv_grande
49144,10500,Diésel,2013.0,186000,143.0,False,Catalunya,Premium,compacto_pequeno
49145,15900,Gasolina,2020.0,7,85.0,True,Navarra,Low_Cost,suv_pequeno
49146,2300,Gasolina,2003.0,103500,103.1,False,Andalucía,Standard,compacto_pequeno
49147,3000,Diésel,2004.0,230000,121.5489566613162,False,Andalucía,Mid_Premium,compacto_grande
49148,20490,Diésel,2016.0,59000,160.0,True,Comunidad_de_Madrid,Standard,sedan_grande
49149,500,Diésel,2004.0,270000,85.13253012048193,False,Andalucía,Low_Cost,compacto_pequeno
49150,19900,Eléctrico,2019.0,1100,92.0,True,Aragón,Standard,compacto_pequeno
49151,15990,Híbrido,2016.0,84189,136.0,True,Comunidad_Valenciana,Mid_Premium,compacto_grande
49152,9250,Diésel,2016.0,150000,120.0,True,Comunidad_Valenciana,Standard,compacto_grande
49153,7500,Gasolina,2017.0,74000,84.0,False,Comunidad_de_Madrid,Standard,compacto_pequeno
49154,5200,Gasolina,2011.0,50000,87.93406593406593,False,Andalucía,Standard,compacto_pequeno
49155,11990,Diésel,2017.0,68972,100.0,True,Comunidad_de_Madrid,Standard,suv_pequeno
49156,3000,Gasolina,2005.0,113000,92.0,False,Andalucía,Standard,otro
49159,16000,Gasolina,2017.0,5000,110.0,True,Canarias,Standard,compacto_pequeno
49160,14990,Híbrido,2020.0,10,70.0,True,Castilla_La_Mancha,Low_Cost,compacto_pequeno
